list_title,url,price,area,category,prop_type,prop_title1,prop_title2,bedrooms,bathroom,facilities,size,size_unit
New Luxury Freehold Residence 4min Walk to Mid Valley,https://www.mudah.my/New+Luxury+Freehold+Residence+4min+Walk+to+Mid+Valley-83376113.htm,597000,Mid Valley City,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,1,2,,689.0,sq.ft.
Sri Putramas 1 1100sqft Jalan Kuching Below Market Good Condition,https://www.mudah.my/Sri+Putramas+1+1100sqft+Jalan+Kuching+Below+Market+Good+Condition-83716116.htm,405000,Jalan Kuching,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",1100.0,sq.ft.
0% DOWNPAYMENT Arena Green 750SF Bukit Jalil [FREEHOLD+RENOVATED],https://www.mudah.my/0+DOWNPAYMENT+Arena+Green+750SF+Bukit+Jalil+FREEHOLD+RENOVATED+-83716108.htm,320000,Bukit Jalil,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",878.0,sq.ft.
[Duplex Penthouse] Silk Residence Duplex Double Storey Penthouse Sale,https://www.mudah.my/+Duplex+Penthouse+Silk+Residence+Duplex+Double+Storey+Penthouse+Sale-83716267.htm,900000,Cheras,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,6,7,"Swimming Pool, Gymnasium, Mini Market, Playground, 24 Hour Security",4177.0,sq.ft.
BELOW MARKET!! Menara D'Sara Condo Sri Damansara FULLY/F RENO 100%LOAN,https://www.mudah.my/BELOW+MARKET+Menara+D+Sara+Condo+Sri+Damansara+FULLY+F+RENO+100+LOAN-83716046.htm,380000,Sri Damansara,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",1130.0,sq.ft.
Tmn Cheras Ria Apt Near Ampang & Pandan Indah (full Loan ),https://www.mudah.my/Tmn+Cheras+Ria+Apt+Near+Ampang+Pandan+Indah+full+Loan+-83147394.htm,140000,Cheras,Apartments,Apartment/ Flat,Freehold,Non Bumi Lot,3,1,"Squash Court, Mini Market, Playground",580.0,sq.ft.
Pandan Indah Ampang Dahlia Court Tingkat 2 Promo Bawah Harga Pasaran,https://www.mudah.my/Pandan+Indah+Ampang+Dahlia+Court+Tingkat+2+Promo+Bawah+Harga+Pasaran-80603261.htm,315000,Pandan Indah,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,"24 Hour Security, Balcony/Patio, Cable TV",836.0,sq.ft.
Danau Impian Condo Taman Desa 918sqft Below Market Good Condition,https://www.mudah.my/Danau+Impian+Condo+Taman+Desa+918sqft+Below+Market+Good+Condition-83716077.htm,310000,Taman Desa,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",940.0,sq.ft.
[Freehold] Sri Putramas 2 Condo Jalan Kuching Dutamas,https://www.mudah.my/+Freehold+Sri+Putramas+2+Condo+Jalan+Kuching+Dutamas-83716235.htm,550000,Jalan Kuching,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",1300.0,sq.ft.
Taman Desa New Project Cheras Kuala Lumpur,https://www.mudah.my/Taman+Desa+New+Project+Cheras+Kuala+Lumpur-83715951.htm,230000,Kuchai Lama,Apartments,Apartment/ Flat,Leasehold,Non Bumi Lot,3,2,"Swimming Pool, Playground, Jogging Track, 24 Hour Security, Balcony/Patio",850.0,sq.ft.
Corner Unit Nearby to MRT Condominium 1 Petaling Residences,https://www.mudah.my/Corner+Unit+Nearby+to+MRT+Condominium+1+Petaling+Residences-78976462.htm,445000,Sungai Besi,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Bumi Lot,3,2,"Swimming Pool, Gymnasium, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",1141.0,sq.ft.
Condominium seri mas condo,https://www.mudah.my/Condominium+seri+mas+condo-83715919.htm,350000,Cheras,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Bumi Lot,3,2,"Swimming Pool, 24 Hour Security, Balcony/Patio",900.0,sq.ft.
[ 0% DOWNPAYMENT ] Maxim Residence Cheras 825sqft Pool View BELOW MV,https://www.mudah.my/+0+DOWNPAYMENT+Maxim+Residence+Cheras+825sqft+Pool+View+BELOW+MV-83715914.htm,360000,Cheras,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,2,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",825.0,sq.ft.
Ketumbar Height Condo Pool View/ Low Floor- 100% Loan,https://www.mudah.my/Ketumbar+Height+Condo+Pool+View+Low+Floor+100+Loan-83715587.htm,250000,Cheras,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",903.0,sq.ft.
Pangsapuri Bangsar Utama KUALA LUMPUR,https://www.mudah.my/Pangsapuri+Bangsar+Utama+KUALA+LUMPUR-83486303.htm,355000,Bangsar,Apartments,Apartment/ Flat,Leasehold,Bumi Lot,3,2,,1000.0,sq.ft.
TAMAN KOSAS 20X70 Rumah 2 Tingkat Semi Renovated unit terbaik!!,https://www.mudah.my/TAMAN+KOSAS+20X70+Rumah+2+Tingkat+Semi+Renovated+unit+terbaik+-83715856.htm,623000,Others,Houses,Double storey,Leasehold,Non Bumi Lot,4,3,"Mini Market, Playground, Jogging Track, Balcony/Patio, Cable TV",1400.0,sq.ft.
"Casa Magna, Metro Prima, Kepong, Near Aeon Shopping Mall, MRT Station",https://www.mudah.my/Casa+Magna+Metro+Prima+Kepong+Near+Aeon+Shopping+Mall+MRT+Station-83715849.htm,358000,Kepong,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,"Tennis Court, 24 Hour Security, Balcony/Patio",1004.0,sq.ft.
"Tunku Abdul Rahman 2.5 Storey Shop For Sale, Kuala Lumpur",https://www.mudah.my/Tunku+Abdul+Rahman+2+5+Storey+Shop+For+Sale+Kuala+Lumpur-83715842.htm,7750000,KL City,Commercial,Shop lot,Freehold,Non Bumi Lot,,,,1980.0,sq.ft.
Taman Desa New project Cheras Kuala Lumpur,https://www.mudah.my/Taman+Desa+New+project+Cheras+Kuala+Lumpur-83695202.htm,230000,Cheras,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,"Swimming Pool, Playground, 24 Hour Security, Balcony/Patio",850.0,sq.ft.
0% DOWNPAYMENT Lestari Apartment 820SF Permaisuri Cheras[BELOW MARKET],https://www.mudah.my/0+DOWNPAYMENT+Lestari+Apartment+820SF+Permaisuri+Cheras+BELOW+MARKET+-83715785.htm,280000,Cheras,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",820.0,sq.ft.
TERMURAH Mawar Sari Apartment Setiawangsa,https://www.mudah.my/TERMURAH+Mawar+Sari+Apartment+Setiawangsa+-83715733.htm,350000,Setiawangsa,Apartments,Apartment/ Flat,Leasehold,Bumi Lot,3,2,"Mini Market, Playground, Jogging Track, 24 Hour Security, Cable TV",952.0,sq.ft.
Cheras Taman Kobena Apartment Taman Pertama Very Nice,https://www.mudah.my/Cheras+Taman+Kobena+Apartment+Taman+Pertama+Very+Nice-82917414.htm,108000,Cheras,Apartments,Apartment/ Flat,Leasehold,Non Bumi Lot,2,2,,585.0,sq.ft.
You vista Studio / Cheras /Near To Mrt / 100% Loan / Below Market,https://www.mudah.my/You+vista+Studio+Cheras+Near+To+Mrt+100+Loan+Below+Market-83715723.htm,310000,Cheras,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,1,1,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",533.0,sq.ft.
(LOW DENSITY) Lojing Height Condominium Seksyen 5 Wangsa Maju Below MV,https://www.mudah.my/+LOW+DENSITY+Lojing+Height+Condominium+Seksyen+5+Wangsa+Maju+Below+MV-83700917.htm,550000,Wangsa Maju,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Bumi Lot,3,2,"Swimming Pool, Playground, 24 Hour Security, Balcony/Patio",1582.0,sq.ft.
Suria Jelatek for Sale,https://www.mudah.my/Suria+Jelatek+for+Sale-83715632.htm,525000,Jalan Ampang,Apartments,Apartment/ Flat,Leasehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio",1420.0,sq.ft.
(RUMAH CANTIK)(MURAH) Pangsapuri Jati Selatan Desa Petaling KL,https://www.mudah.my/+RUMAH+CANTIK+MURAH+Pangsapuri+Jati+Selatan+Desa+Petaling+KL-83715154.htm,270000,Desa Petaling,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Bumi Lot,3,2,"Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",826.0,sq.ft.
0% DOWNPAYMENT Pangsapuri Cemara 750SF Bdr Sri Permaisuri [BELOW MV],https://www.mudah.my/0+DOWNPAYMENT+Pangsapuri+Cemara+750SF+Bdr+Sri+Permaisuri+BELOW+MV+-83715198.htm,275000,Cheras,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,,750.0,sq.ft.
Residensi Rampai/Setapak/Wangsa Maju/100% LOAN /Cash Back Below MV,https://www.mudah.my/Residensi+Rampai+Setapak+Wangsa+Maju+100+LOAN+Cash+Back+Below+MV-83715188.htm,435000,Setapak,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",1075.0,sq.ft.
Sri Jati 1 965sf Renovated P/Furnis Old Klang Road 100%Loan+Cashback,https://www.mudah.my/Sri+Jati+1+965sf+Renovated+P+Furnis+Old+Klang+Road+100+Loan+Cashback-83715373.htm,270000,Old Klang Road,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",965.0,sq.ft.
"Taman Kok Lian, Jalan Rungkup Satu, Jalan Ipoh, Jalan Kuching",https://www.mudah.my/Taman+Kok+Lian+Jalan+Rungkup+Satu+Jalan+Ipoh+Jalan+Kuching-83715066.htm,460000,Jalan Ipoh,Houses,Single storey,Freehold,Non Bumi Lot,2,1,,700.0,sq.ft.
Bukit Jalil Brand New Project 300k with facilities,https://www.mudah.my/Bukit+Jalil+Brand+New+Project+300k+with+facilities-83043543.htm,300000,Bukit Jalil,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Bumi Lot,3,2,"Swimming Pool, Gymnasium, Mini Market, 24 Hour Security, Balcony/Patio",900.0,sq.ft.
"Mawar Sari Apartment,Keramat/Setiawangsa/Wangsa Maju Below Market 100%",https://www.mudah.my/Mawar+Sari+Apartment+Keramat+Setiawangsa+Wangsa+Maju+Below+Market+100+-83715097.htm,310000,Setiawangsa,Apartments,Apartment/ Flat,Leasehold,Bumi Lot,3,2,"Mini Market, 24 Hour Security",952.0,sq.ft.
Pandan Terrace Duplex Apartment Pandan Perdana Shamelin Kuala Lumpur,https://www.mudah.my/Pandan+Terrace+Duplex+Apartment+Pandan+Perdana+Shamelin+Kuala+Lumpur-81539892.htm,310000,Cheras,Apartments,Apartment/ Flat,Leasehold,Non Bumi Lot,3,2,"Playground, Jogging Track, 24 Hour Security, Balcony/Patio",950.0,sq.ft.
Taman Desa Cheras Shop Apartment FULL loan below market,https://www.mudah.my/Taman+Desa+Cheras+Shop+Apartment+FULL+loan+below+market-81489719.htm,118000,Cheras,Apartments,Apartment/ Flat,Leasehold,Non Bumi Lot,3,2,,680.0,sq.ft.
The Sentral Residences KL for Sale,https://www.mudah.my/The+Sentral+Residences+KL+for+Sale-82273348.htm,2050000,KL Sentral,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Bumi Lot,2,2,"Swimming Pool, Gymnasium, Playground, Jogging Track, 24 Hour Security, Balcony/Patio",1464.0,sq.ft.
"SERIOUS BUYER Pangsapuri Sri Shamelin , Shamelin Cheras",https://www.mudah.my/SERIOUS+BUYER+Pangsapuri+Sri+Shamelin+Shamelin+Cheras-83715317.htm,195000,Pandan Jaya,Apartments,Apartment/ Flat,Leasehold,Bumi Lot,3,2,"Mini Market, Playground, Cable TV",613.0,sq.ft.
"[Furnished+Reno] NEW FreeHold Setapak Condo,CashBack68K 0%DP KLCCview",https://www.mudah.my/+Furnished+Reno+NEW+FreeHold+Setapak+Condo+CashBack68K+0+DP+KLCCview-82391891.htm,350000,Setapak,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",900.0,sq.ft.
"BELOW MARKET FOR SALE, Melawati CashBackRM150k Condo 0%DP Furnish+Reno",https://www.mudah.my/BELOW+MARKET+FOR+SALE+Melawati+CashBackRM150k+Condo+0+DP+Furnish+Reno-82240448.htm,460000,Taman Melawati,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",1200.0,sq.ft.
Setapak FREEHOLD SkyCondo [HighCashBack60K] FullyFurnish/ KLCCview LRT,https://www.mudah.my/Setapak+FREEHOLD+SkyCondo+HighCashBack60K+FullyFurnish+KLCCview+LRT-81203209.htm,348000,Setapak,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",1000.0,sq.ft.
Sentul Utama Condo 877sqft Low Floor Facing Pool 100% Full Loan,https://www.mudah.my/Sentul+Utama+Condo+877sqft+Low+Floor+Facing+Pool+100+Full+Loan-82654738.htm,290000,Sentul,Apartments,Apartment/ Flat,Leasehold,Bumi Lot,3,2,"Swimming Pool, Gymnasium, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",877.0,sq.ft.
Sungai Besi Project-5 Min to Midvalley 1100SF Hotel Concept Facilities,https://www.mudah.my/Sungai+Besi+Project+5+Min+to+Midvalley+1100SF+Hotel+Concept+Facilities-83714769.htm,499000,Sungai Besi,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",1200.0,sq.ft.
"SETIAWANGSA - Mahsuri apartment setiawangsa, KL",https://www.mudah.my/SETIAWANGSA+Mahsuri+apartment+setiawangsa+KL-83597807.htm,390000,Setiawangsa,Apartments,Apartment/ Flat,Freehold,Bumi Lot,3,1,"Playground, Jogging Track, 24 Hour Security",820.0,sq.ft.
Diamond Square Office Lot 894sf Freehold Nearby Setapak Gombak,https://www.mudah.my/Diamond+Square+Office+Lot+894sf+Freehold+Nearby+Setapak+Gombak-82968361.htm,210000,Setapak,Commercial,Office space,Freehold,Non Bumi Lot,,,,894.0,sq.ft.
"Mahsuri Apartment Setiawangsa, Kuala Lumpur for Sale -Nego",https://www.mudah.my/Mahsuri+Apartment+Setiawangsa+Kuala+Lumpur+for+Sale+Nego-83653017.htm,390000,Setiawangsa,Apartments,Apartment/ Flat,Freehold,Bumi Lot,3,1,"Squash Court, Playground, Jogging Track, 24 Hour Security",820.0,sq.ft.
KL Gateway Premium Residence ( Fully Furnished),https://www.mudah.my/KL+Gateway+Premium+Residence+Fully+Furnished+-83601459.htm,1290000,Bangsar South,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, 24 Hour Security",1200.0,sq.ft.
The Elements 2br Corner - KL - Awesome Ampang View lake view,https://www.mudah.my/The+Elements+2br+Corner+KL+Awesome+Ampang+View+lake+view-83714995.htm,580000,Ampang Hilir,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,2,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",1070.0,sq.ft.
Freehold+Corner+4R3B+Low Deposit+Below M/V_Rivercity Condo Jalan Ipoh,https://www.mudah.my/Freehold+Corner+4R3B+Low+Deposit+Below+M+V+Rivercity+Condo+Jalan+Ipoh-83714975.htm,600000,Jalan Ipoh,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Bumi Lot,4,3,"Swimming Pool, Gymnasium, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",1504.0,sq.ft.
Nice apartment for sale,https://www.mudah.my/Nice+apartment+for+sale-83714952.htm,320000,Sentul,Apartments,Apartment/ Flat,Freehold,Non Bumi Lot,3,2,"Mini Market, Playground, Jogging Track, 24 Hour Security",1080.0,sq.ft.
"The M Residence, Wangsa Maju, Wangsa Walk + Melawati Mall, 7 KM To KL",https://www.mudah.my/The+M+Residence+Wangsa+Maju+Wangsa+Walk+Melawati+Mall+7+KM+To+KL-82372641.htm,460000,Wangsa Maju,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Playground, Jogging Track, 24 Hour Security, Balcony/Patio",850.0,sq.ft.
Taman Desa Setapak Wangsa Maju 2.5sty hse 3R2B Freehold nearby Melati,https://www.mudah.my/Taman+Desa+Setapak+Wangsa+Maju+2+5sty+hse+3R2B+Freehold+nearby+Melati-83714700.htm,380000,Wangsa Maju,Houses,Two and a half storey,Freehold,Non Bumi Lot,3,2,,880.0,sq.ft.
Putra Majestik Majestic / Jalan Ipoh Sentul Menara Megah PWTC MRT KL,https://www.mudah.my/Putra+Majestik+Majestic+Jalan+Ipoh+Sentul+Menara+Megah+PWTC+MRT+KL-83714698.htm,350000,Jalan Ipoh,Apartments,Apartment/ Flat,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Mini Market, Playground, 24 Hour Security",1015.0,sq.ft.
Eco Sky Condo Block B Taman Wahyu Jln Kuching K.L 2 Car park,https://www.mudah.my/Eco+Sky+Condo+Block+B+Taman+Wahyu+Jln+Kuching+K+L+2+Car+park-83714633.htm,750000,Jalan Kuching,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Playground, Jogging Track, 24 Hour Security",1109.0,sq.ft.
"(BELOW MARKET)- Seri Mas Condominium, Cheras, KL",https://www.mudah.my/+BELOW+MARKET+Seri+Mas+Condominium+Cheras+KL-83714942.htm,350000,Cheras,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",900.0,sq.ft.
( BELOW MARKER + 0% DEPO ) RiverCity Condo Jln Ipoh [ 100%+ 5% LOAN ],https://www.mudah.my/+BELOW+MARKER+0+DEPO+RiverCity+Condo+Jln+Ipoh+100+5+LOAN+-81628225.htm,453000,Jalan Ipoh,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio",1216.0,sq.ft.
0% DOWNPAYMENT Menara Orkid 838SF LRT Sentul [BELOW MARKET],https://www.mudah.my/0+DOWNPAYMENT+Menara+Orkid+838SF+LRT+Sentul+BELOW+MARKET+-83714903.htm,280000,Sentul,Apartments,Apartment/ Flat,Leasehold,Non Bumi Lot,3,2,"Playground, Balcony/Patio",838.0,sq.ft.
"Berlian Freehold Condo, KL, Setapak, 3CARPARK, Partly furnished",https://www.mudah.my/Berlian+Freehold+Condo+KL+Setapak+3CARPARK+Partly+furnished-83664557.htm,777777,Setapak,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,5,4,"Swimming Pool, Gymnasium, Mini Market, Playground, Jogging Track, 24 Hour Security",1800.0,sq.ft.
The Element Jalan Ampang Kuala Lumpur,https://www.mudah.my/The+Element+Jalan+Ampang+Kuala+Lumpur-81962053.htm,528000,Jalan Ampang,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,2,2,"Swimming Pool, Gymnasium, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",705.0,sq.ft.
"Pangsapuri jati selatan, desa petaling",https://www.mudah.my/Pangsapuri+jati+selatan+desa+petaling-83714619.htm,270000,Desa Petaling,Apartments,Apartment/ Flat,Leasehold,Bumi Lot,3,2,,826.0,sq.ft.
[FIRE SALE FEW UNITS] Sunway Rydgeway BUNGALOW GUARDED Taman Melawati,https://www.mudah.my/+FIRE+SALE+FEW+UNITS+Sunway+Rydgeway+BUNGALOW+GUARDED+Taman+Melawati-83415887.htm,2350000,Taman Melawati,Houses,Bungalow / Villa / Cluster houses,Leasehold,Non Bumi Lot,6,6,"Swimming Pool, Gymnasium, Playground, 24 Hour Security",4640.0,sq.ft.
Taman Permata 14x60 3R2B Freehold Extended Renovated nearby Melawati,https://www.mudah.my/Taman+Permata+14x60+3R2B+Freehold+Extended+Renovated+nearby+Melawati-83714295.htm,440000,Taman Melawati,Houses,Double storey,Freehold,Non Bumi Lot,3,2,,1200.0,sq.ft.
"Riana Green East Condominium,Wangsa Maju",https://www.mudah.my/Riana+Green+East+Condominium+Wangsa+Maju-83714263.htm,1800000,Wangsa Maju,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Bumi Lot,5,5,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",5000.0,sq.ft.
0% DOWNPAYMENT Greenview Apartment 735SF Kepong 3R2B [BELOW MARKET],https://www.mudah.my/0+DOWNPAYMENT+Greenview+Apartment+735SF+Kepong+3R2B+BELOW+MARKET+-83714257.htm,180000,Kepong,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,,735.0,sq.ft.
Desa Pandan Baiduri Block G Apartment 947sqft Below Market FULL LOAN,https://www.mudah.my/Desa+Pandan+Baiduri+Block+G+Apartment+947sqft+Below+Market+FULL+LOAN-83714243.htm,290000,Desa Pandan,Apartments,Apartment/ Flat,Leasehold,Bumi Lot,3,2,"Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",947.0,sq.ft.
"RENOVATED | Pangsapuri Jati Selatan, Desa Petaling, KL",https://www.mudah.my/RENOVATED+Pangsapuri+Jati+Selatan+Desa+Petaling+KL-83714594.htm,270000,Desa Petaling,Apartments,Apartment/ Flat,Leasehold,Bumi Lot,3,2,"Mini Market, Playground, 24 Hour Security, Balcony/Patio",826.0,sq.ft.
"Renovated,Furnished) Plaza Medan Putra Avelon Beverly Menjalara Kepong",https://www.mudah.my/Renovated+Furnished+Plaza+Medan+Putra+Avelon+Beverly+Menjalara+Kepong-83714563.htm,388000,Kepong,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio",803.0,sq.ft.
"RENOVATED EXTENDED 2 Storey Terrace House, Taman Rasmi Jaya, Ampang KL",https://www.mudah.my/RENOVATED+EXTENDED+2+Storey+Terrace+House+Taman+Rasmi+Jaya+Ampang+KL-81308520.htm,980000,KL City,Houses,Double storey,Leasehold,Non Bumi Lot,5,5,,1600.0,sq.ft.
FULLY ID Design_FURNISH_1313sf_KL Palace Court,https://www.mudah.my/FULLY+ID+Design+FURNISH+1313sf+KL+Palace+Court+-83714215.htm,738000,Kuchai Lama,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",1313.0,sq.ft.
FewUnits_2CarPark_KL Palace Court Kuchai Lama,https://www.mudah.my/FewUnits+2CarPark+KL+Palace+Court+Kuchai+Lama-83714206.htm,463000,Old Klang Road,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,2,2,"Swimming Pool, Gymnasium, Tennis Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",936.0,sq.ft.
Sentul freehold kondo/dekat lrt&mrt/rebate lebih 10%/percuma perabot,https://www.mudah.my/Sentul+freehold+kondo+dekat+lrt+mrt+rebate+lebih+10+percuma+perabot-83714193.htm,295000,Sentul,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Playground, 24 Hour Security, Balcony/Patio",900.0,sq.ft.
3 Residen GRAB FAST MCO FIRE SALE LOWEST DEAL LOW DENSITY Setapak,https://www.mudah.my/3+Residen+GRAB+FAST+MCO+FIRE+SALE+LOWEST+DEAL+LOW+DENSITY+Setapak-83676854.htm,490000,Setapak,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",1098.0,sq.ft.
MCO SPECIAL PV21 LOWEST DEAL 2 CAR PARKS Setapak,https://www.mudah.my/MCO+SPECIAL+PV21+LOWEST+DEAL+2+CAR+PARKS+Setapak-81386576.htm,430000,Setapak,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",1040.0,sq.ft.
Marc Residence OWN A LUXURY CONDO OPPOSITE KLCC 5 MIN Bintang Walk KL,https://www.mudah.my/Marc+Residence+OWN+A+LUXURY+CONDO+OPPOSITE+KLCC+5+MIN+Bintang+Walk+KL-79002853.htm,940000,KLCC,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,1,1,"Swimming Pool, Gymnasium, Tennis Court, Playground, 24 Hour Security, Cable TV",627.0,sq.ft.
