list_title,url,price,area,category,prop_type,prop_title1,prop_title2,bedrooms,bathroom,facilities,size,size_unit
The Trillium 3 storey Shop Lakefields Jalan Tasik Utama Sungai Besi,https://www.mudah.my/The+Trillium+3+storey+Shop+Lakefields+Jalan+Tasik+Utama+Sungai+Besi-80725952.htm,2390000,Sungai Besi,Commercial,Shop lot,Leasehold,Non Bumi Lot,,,Mini Market,5400.0,sq.ft.
FULLY FURNISHED KL Traders Square (KLTS) Setapak,https://www.mudah.my/FULLY+FURNISHED+KL+Traders+Square+KLTS+Setapak-83713058.htm,445000,Setapak,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,4,2,"Swimming Pool, Gymnasium, Mini Market, 24 Hour Security",940.0,sq.ft.
Corner Teratai Mewah Apartment Come with carpark danau kota kl,https://www.mudah.my/Corner+Teratai+Mewah+Apartment+Come+with+carpark+danau+kota+kl-83713050.htm,265000,Setapak,Apartments,Apartment/ Flat,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",728.0,sq.ft.
Plaza Medan Putra | Bandar Menjalara | Kepong | Kestana | Cheap | 👍,https://www.mudah.my/Plaza+Medan+Putra+Bandar+Menjalara+Kepong+Kestana+Cheap+-83712834.htm,285000,Bandar Menjalara,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Mini Market, Playground, 24 Hour Security",900.0,sq.ft.
1141sf_NON Bumi_Endah Regal Palace Court Sri Petaling Kuchai Lama OUG,https://www.mudah.my/1141sf+NON+Bumi+Endah+Regal+Palace+Court+Sri+Petaling+Kuchai+Lama+OUG-83532188.htm,365000,Sri Petaling,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Playground, Jogging Track, 24 Hour Security, Cable TV",1141.0,sq.ft.
936sf_Few Units_Palace Court Endah Regal Sri Petaling Kuchai Jaya,https://www.mudah.my/936sf+Few+Units+Palace+Court+Endah+Regal+Sri+Petaling+Kuchai+Jaya-83439188.htm,468000,Kuchai Lama,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,2,2,"Swimming Pool, Gymnasium, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",936.0,sq.ft.
GATED_Ample CarPark_2 teres Taman Desa Aman Tesco Midah Taynton View,https://www.mudah.my/GATED+Ample+CarPark+2+teres+Taman+Desa+Aman+Tesco+Midah+Taynton+View-81134218.htm,865000,Cheras,Houses,Double storey,Freehold,Non Bumi Lot,4,3,"Playground, 24 Hour Security",1700.0,sq.ft.
"Menara Orkid , Bdr Baru Sentul KL",https://www.mudah.my/Menara+Orkid+Bdr+Baru+Sentul+KL-83713042.htm,320000,Sentul,Apartments,Apartment/ Flat,Leasehold,Non Bumi Lot,3,2,"Mini Market, Playground, 24 Hour Security, Balcony/Patio, Cable TV",838.0,sq.ft.
"Desa Sri Puteri Flat, Salat South, Desa Petaling",https://www.mudah.my/Desa+Sri+Puteri+Flat+Salat+South+Desa+Petaling-83713026.htm,108000,Salak Selatan,Apartments,Apartment/ Flat,Leasehold,Non Bumi Lot,3,1,Mini Market,580.0,sq.ft.
"[Semi Furnished] Menara Orkid Apartment 51100 Sentul, KL",https://www.mudah.my/+Semi+Furnished+Menara+Orkid+Apartment+51100+Sentul+KL-83713005.htm,320000,Sentul,Apartments,Apartment/ Flat,Leasehold,Non Bumi Lot,3,2,"Mini Market, Playground, 24 Hour Security, Balcony/Patio, Cable TV",838.0,sq.ft.
[SWIMMING POOL View] Pelangi Condominium Sentul FREEHOLD PRICE NEGO,https://www.mudah.my/+SWIMMING+POOL+View+Pelangi+Condominium+Sentul+FREEHOLD+PRICE+NEGO-80705072.htm,410000,Sentul,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",1220.0,sq.ft.
(DEPOSIT FLEXIBLE) FREEHOLD LOW COST Pangsapuri Segar Ria Taman Segar,https://www.mudah.my/+DEPOSIT+FLEXIBLE+FREEHOLD+LOW+COST+Pangsapuri+Segar+Ria+Taman+Segar-83353077.htm,175000,Cheras,Apartments,Apartment/ Flat,Freehold,Bumi Lot,3,1,,650.0,sq.ft.
"Well-Kept Unit Beverly Tower Menjalara Kepong, Renovated with Cabinet",https://www.mudah.my/Well+Kept+Unit+Beverly+Tower+Menjalara+Kepong+Renovated+with+Cabinet-81774713.htm,350000,Kepong,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio",830.0,sq.ft.
Vista Hatamas Cheras 852sf Renovated BELOW MV Good Condition 100% Loan,https://www.mudah.my/Vista+Hatamas+Cheras+852sf+Renovated+BELOW+MV+Good+Condition+100+Loan-81448319.htm,275000,Cheras,Apartments,Apartment/ Flat,Leasehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",852.0,sq.ft.
[CORNER LOT+GREAT VIEW] Sri Putramas 1 Condo Jalan Kuching KL,https://www.mudah.my/+CORNER+LOT+GREAT+VIEW+Sri+Putramas+1+Condo+Jalan+Kuching+KL-79367564.htm,410000,Jalan Kuching,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Mini Market, Playground, 24 Hour Security, Balcony/Patio",1100.0,sq.ft.
"[AFFORDABLE UNIT!] RENOVATED+Beautiful !! Menjalara, Kepong",https://www.mudah.my/+AFFORDABLE+UNIT+RENOVATED+Beautiful+Menjalara+Kepong-76277842.htm,315000,Kepong,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Mini Market, Jogging Track, 24 Hour Security, Balcony/Patio",803.0,sq.ft.
"Single Storey Bungalow Taman Pelangi, Sentul Renovated Unit",https://www.mudah.my/Single+Storey+Bungalow+Taman+Pelangi+Sentul+Renovated+Unit-73100844.htm,1350000,Sentul,Houses,Bungalow / Villa / Cluster houses,Leasehold,Bumi Lot,6,4,,8110.0,sq.ft.
Lanai Gurney 3b2b selling below market rate,https://www.mudah.my/Lanai+Gurney+3b2b+selling+below+market+rate-83572557.htm,490000,Ampang Hilir,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,,1410.0,sq.ft.
"[VIM 3 MENJALARA] Suits for Lady,BEAUTIFUL, Kepong [460sf FURNISHED]",https://www.mudah.my/+VIM+3+MENJALARA+Suits+for+Lady+BEAUTIFUL+Kepong+460sf+FURNISHED+-83287322.htm,339000,Kepong,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,2,1,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, 24 Hour Security, Balcony/Patio",460.0,sq.ft.
"[avelon tower] freehold kepong 330k nego, fully furnished, dpc view",https://www.mudah.my/+avelon+tower+freehold+kepong+330k+nego+fully+furnished+dpc+view-81595179.htm,330000,Kepong,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,4,2,"Swimming Pool, Gymnasium, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio",890.0,sq.ft.
"[FULL LOAN][1%Booking] FULLY RENO!! BEAUTIFUL UNIT, KEPONG, MENJALARA",https://www.mudah.my/+FULL+LOAN+1+Booking+FULLY+RENO+BEAUTIFUL+UNIT+KEPONG+MENJALARA-79135059.htm,380000,Kepong,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio",808.0,sq.ft.
Medium Cost Apartment - Limited Unit Kepong Wangsa Permai Near MRT,https://www.mudah.my/Medium+Cost+Apartment+Limited+Unit+Kepong+Wangsa+Permai+Near+MRT-83712511.htm,180000,Kepong,Apartments,Apartment/ Flat,Leasehold,Non Bumi Lot,3,2,"Mini Market, 24 Hour Security, Balcony/Patio",750.0,sq.ft.
"[rm5k booking]fully reno!! beautiful unit, kepong, menjalara[low down]",https://www.mudah.my/+rm5k+booking+fully+reno+beautiful+unit+kepong+menjalara+low+down+-83145438.htm,380000,Kepong,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio",808.0,sq.ft.
Langat Jaya Condo Batu 9 Cheras 936sqft Below Market 100% Loan,https://www.mudah.my/Langat+Jaya+Condo+Batu+9+Cheras+936sqft+Below+Market+100+Loan-81759497.htm,270000,Cheras,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",936.0,sq.ft.
Nearby Mid Valley l Freehold l 100%Fully Furnished l Smart-Home Condo,https://www.mudah.my/Nearby+Mid+Valley+l+Freehold+l+100+Fully+Furnished+l+Smart+Home+Condo-83712745.htm,490000,Mid Valley City,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",1000.0,sq.ft.
"Taman Kepong Indah, Kepong, Shop Office ( 1st Flr), Renovated",https://www.mudah.my/Taman+Kepong+Indah+Kepong+Shop+Office+1st+Flr+Renovated-76016355.htm,318000,Kepong,Commercial,Office space,Leasehold,Non Bumi Lot,,,,1172.0,sq.ft.
"Taman Melawati, 2 Storey Terrace House, Extend, Partial Furnish, Freeh",https://www.mudah.my/Taman+Melawati+2+Storey+Terrace+House+Extend+Partial+Furnish+Freeh-83712399.htm,580000,Taman Melawati,Houses,Double storey,Freehold,Non Bumi Lot,3,2,,1080.0,sq.ft.
"Pangsapuri 5 tingkat, batu 6 gombak",https://www.mudah.my/Pangsapuri+5+tingkat+batu+6+gombak-83712368.htm,370000,Gombak,Apartments,Apartment/ Flat,Freehold,Malay Reserved,3,2,"Playground, 24 Hour Security, Balcony/Patio",1001.0,sq.ft.
THE CLOVER HOMES SEMENYIH For Sale 2.5 Storey,https://www.mudah.my/THE+CLOVER+HOMES+SEMENYIH+For+Sale+2+5+Storey-82821617.htm,599999,Cheras,Houses,Two and a half storey,Leasehold,Non Bumi Lot,5,4,"Playground, Jogging Track, 24 Hour Security, Balcony/Patio",2987.0,sq.ft.
[RENO W/ KLCC View] Casa Idaman Condo Jalan Ipoh Sentul near MRT,https://www.mudah.my/+RENO+W+KLCC+View+Casa+Idaman+Condo+Jalan+Ipoh+Sentul+near+MRT-83712487.htm,330000,Jalan Ipoh,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Mini Market, Playground, 24 Hour Security, Balcony/Patio",1007.0,sq.ft.
[NEAR LRT]2 Storey Terrace Taman CHERAS Indah Pandan Jaya ONE SHAMELIN,https://www.mudah.my/+NEAR+LRT+2+Storey+Terrace+Taman+CHERAS+Indah+Pandan+Jaya+ONE+SHAMELIN-83712482.htm,440000,Cheras,Houses,Double storey,Leasehold,Non Bumi Lot,3,2,,900.0,sq.ft.
KLSentral Luxury Condo.10mins to KLCC. Completion at 2020. Freehold,https://www.mudah.my/KLSentral+Luxury+Condo+10mins+to+KLCC+Completion+at+2020+Freehold-83712472.htm,350000,Mont Kiara,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,2,2,"Swimming Pool, Gymnasium, Tennis Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",653.0,sq.ft.
"Midfield condo Sungai Besi, Fully Furnish, Midvalley and KL city",https://www.mudah.my/Midfield+condo+Sungai+Besi+Fully+Furnish+Midvalley+and+KL+city-83712412.htm,450000,Sungai Besi,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Playground, Jogging Track, 24 Hour Security, Balcony/Patio",1118.0,sq.ft.
Double Storey di Sri Petaling Kuala Lumpur!!!Murah,https://www.mudah.my/Double+Storey+di+Sri+Petaling+Kuala+Lumpur+Murah-79455766.htm,550000,Sri Petaling,Houses,Double storey,Leasehold,Bumi Lot,3,2,,1375.0,sq.ft.
KL Gateway Residensi 1 Bangsar South SouthView Direct Linked LRT,https://www.mudah.my/KL+Gateway+Residensi+1+Bangsar+South+SouthView+Direct+Linked+LRT-83712664.htm,720000,Bangsar South,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,2,1,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",857.0,sq.ft.
[ Actual Photo Fully Furnished ] Casa Green Condominium I Bukit Jalil,https://www.mudah.my/+Actual+Photo+Fully+Furnished+Casa+Green+Condominium+I+Bukit+Jalil-83712654.htm,580000,Bukit Jalil,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,3,"Swimming Pool, Gymnasium, Mini Market, Playground, Jogging Track, 24 Hour Security",1033.0,sq.ft.
"[CHEAP] Maxim Citylights Condominium, Sentul",https://www.mudah.my/+CHEAP+Maxim+Citylights+Condominium+Sentul-83712301.htm,395000,Sentul,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",1009.0,sq.ft.
FAST DEAL!! [FREE ALL FEE!! 0%DP!!] 40x90 BIG Double Storey FREEHOLD,https://www.mudah.my/FAST+DEAL+FREE+ALL+FEE+0+DP+40x90+BIG+Double+Storey+FREEHOLD-83712270.htm,463000,Pandan Indah,Houses,Double storey,Freehold,Non Bumi Lot,4,4,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio",3288.0,sq.ft.
LAST !! [0%DP + Cash Back + Rebate!!] FREEHOLD 30x85 2-Sty Terrace,https://www.mudah.my/LAST+0+DP+Cash+Back+Rebate+FREEHOLD+30x85+2+Sty+Terrace-83712269.htm,469000,Bukit Jalil,Houses,Double storey,Freehold,Non Bumi Lot,4,4,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",3577.0,sq.ft.
0% DOWNPAYMENT Petaling Indah Condo 850SF Sungai Besi [ BELOW MARKET ],https://www.mudah.my/0+DOWNPAYMENT+Petaling+Indah+Condo+850SF+Sungai+Besi+BELOW+MARKET+-83712608.htm,260000,Sungai Besi,Apartments,Apartment/ Flat,Leasehold,Non Bumi Lot,2,2,"Swimming Pool, Gymnasium, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",850.0,sq.ft.
Setiawangsa: Mawar Sari Apartment Kuala Lumpur (PRICE REDUCED),https://www.mudah.my/Setiawangsa+Mawar+Sari+Apartment+Kuala+Lumpur+PRICE+REDUCED+-83712601.htm,350000,Setiawangsa,Apartments,Apartment/ Flat,Leasehold,Bumi Lot,3,2,"Mini Market, Playground, 24 Hour Security",952.0,sq.ft.
"DC Residensi Damansara City, Bukit Damansara, Damansara heights",https://www.mudah.my/DC+Residensi+Damansara+City+Bukit+Damansara+Damansara+heights-83712597.htm,1970000,Damansara Heights,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,2,2,"Swimming Pool, Gymnasium, 24 Hour Security, Balcony/Patio, Cable TV",1668.0,sq.ft.
Sri Jati 1 Apartment 965sf Old Klang Road Klang Lama [100%LOAN] Reno,https://www.mudah.my/Sri+Jati+1+Apartment+965sf+Old+Klang+Road+Klang+Lama+100+LOAN+Reno-83686609.htm,270000,Old Klang Road,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",965.0,sq.ft.
Central Residence Sungai Besi 731sf RENOVATED Fully Furnished FULLLOAN,https://www.mudah.my/Central+Residence+Sungai+Besi+731sf+RENOVATED+Fully+Furnished+FULLLOAN-83503503.htm,405000,Sungai Besi,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,2,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",731.0,sq.ft.
Permai Villa Apartment Puchong 950sf RENO Below Market Value 100% Loan,https://www.mudah.my/Permai+Villa+Apartment+Puchong+950sf+RENO+Below+Market+Value+100+Loan-81763077.htm,255000,Puchong,Apartments,Apartment/ Flat,Leasehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",950.0,sq.ft.
"450k Only Freehold SAVILLE Condo, Taman Melawati",https://www.mudah.my/450k+Only+Freehold+SAVILLE+Condo+Taman+Melawati-83512944.htm,450000,Taman Melawati,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",1007.0,sq.ft.
(DEPOSIT FLEXIBLE) FREEHOLD Midah Ria Condominium Taman Midah,https://www.mudah.my/+DEPOSIT+FLEXIBLE+FREEHOLD+Midah+Ria+Condominium+Taman+Midah-83602048.htm,370000,Cheras,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Playground, 24 Hour Security",922.0,sq.ft.
"Vista Komanwel B,Opp of IMU,Near to LRT Station,Good for Investment",https://www.mudah.my/Vista+Komanwel+B+Opp+of+IMU+Near+to+LRT+Station+Good+for+Investment-82123119.htm,480000,Bukit Jalil,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Mini Market, Playground, 24 Hour Security, Balcony/Patio",1224.0,sq.ft.
"Sri damansara sd3 , Kepong",https://www.mudah.my/Sri+damansara+sd3+Kepong-65092531.htm,550000,Kepong,Houses,Single storey,Freehold,Non Bumi Lot,3,2,,1300.0,sq.ft.
(NEGO) GURNEY HEIGHTS CONDO BeLoW MaRkEt VaLuE,https://www.mudah.my/+NEGO+GURNEY+HEIGHTS+CONDO+BeLoW+MaRkEt+VaLuE-70472403.htm,560000,Keramat,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Mini Market, Playground, 24 Hour Security, Balcony/Patio",1408.0,sq.ft.
Condo Nearby Icon Residence. Freehold. 300m to Public Transport,https://www.mudah.my/Condo+Nearby+Icon+Residence+Freehold+300m+to+Public+Transport-83712238.htm,420000,Mont Kiara,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,2,2,"Swimming Pool, Gymnasium, Tennis Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",780.0,sq.ft.
BANGSAR - Apartment BANGSAR UTAMA – BLOK 4 (FOR SALE),https://www.mudah.my/BANGSAR+Apartment+BANGSAR+UTAMA+a+BLOK+4+FOR+SALE+-83543713.htm,355000,Bangsar,Apartments,Apartment/ Flat,Leasehold,Bumi Lot,3,2,24 Hour Security,1000.0,sq.ft.
"Menjalara 18 Residences, Bandar Menjalara, Menjalara, Kepong, For Sale",https://www.mudah.my/Menjalara+18+Residences+Bandar+Menjalara+Menjalara+Kepong+For+Sale-83711864.htm,560000,Bandar Menjalara,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,4,3,"Swimming Pool, Gymnasium, 24 Hour Security",1316.0,sq.ft.
Rumah yang setia menemani anda Reno Double storey Setiawangsa,https://www.mudah.my/Rumah+yang+setia+menemani+anda+Reno+Double+storey+Setiawangsa-83711859.htm,950000,Setiawangsa,Houses,Double storey,Freehold,Non Bumi Lot,4,3,,2400.0,sq.ft.
Semi D l Taman Yarl l OUG l Bukit Jalil l Old Klang Road,https://www.mudah.my/Semi+D+l+Taman+Yarl+l+OUG+l+Bukit+Jalil+l+Old+Klang+Road-83521977.htm,1300000,OUG,Houses,Semi detached,Freehold,Non Bumi Lot,5,4,"24 Hour Security, Balcony/Patio",4100.0,sq.ft.
Setapak Taman Melati New Condo 100m to TARUC & LRT,https://www.mudah.my/Setapak+Taman+Melati+New+Condo+100m+to+TARUC+LRT-83001733.htm,450000,Setapak,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",1000.0,sq.ft.
SD Apartment 2 Bandar Sri Damansara Kepong,https://www.mudah.my/SD+Apartment+2+Bandar+Sri+Damansara+Kepong-83711965.htm,320000,Sri Damansara,Apartments,Apartment/ Flat,Freehold,Non Bumi Lot,3,2,24 Hour Security,790.0,sq.ft.
Cheras Taman Connaught 2sty House Good Location,https://www.mudah.my/Cheras+Taman+Connaught+2sty+House+Good+Location-83711953.htm,818000,Cheras,Houses,Double storey,Leasehold,Non Bumi Lot,4,3,,2475.0,sq.ft.
De Tropicana Kuchai Lama 989sf renoated 100% FULL LOAN,https://www.mudah.my/De+Tropicana+Kuchai+Lama+989sf+renoated+100+FULL+LOAN-83711942.htm,260000,Kuchai Lama,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",989.0,sq.ft.
"The Lumayan Apartment-Bandar Sri Permaisuri, Cheras, Kuala Lumpur",https://www.mudah.my/The+Lumayan+Apartment+Bandar+Sri+Permaisuri+Cheras+Kuala+Lumpur-83598820.htm,365000,Cheras,Apartments,Apartment/ Flat,Leasehold,Bumi Lot,3,2,"Swimming Pool, Mini Market, Playground, 24 Hour Security",830.0,sq.ft.
FH Double Storey Banglow at Yulek Taman Bukit Cheras near Leisure Mall,https://www.mudah.my/FH+Double+Storey+Banglow+at+Yulek+Taman+Bukit+Cheras+near+Leisure+Mall-83711817.htm,1800000,Cheras,Houses,Bungalow / Villa / Cluster houses,Freehold,Non Bumi Lot,5,3,"Playground, Jogging Track, 24 Hour Security",4500.0,sq.ft.
Taman bukit permai shop apartment big good for investment cheap,https://www.mudah.my/Taman+bukit+permai+shop+apartment+big+good+for+investment+cheap-83711812.htm,185000,Ampang Hilir,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,,925.0,sq.ft.
Tuan puan jom happy ii Taman Sri Bahagia Cheras Kuala Lumpur,https://www.mudah.my/Tuan+puan+jom+happy+ii+Taman+Sri+Bahagia+Cheras+Kuala+Lumpur-83711778.htm,595000,Cheras,Houses,Double storey,Freehold,Non Bumi Lot,4,3,,1260.0,sq.ft.
(Best Utk Sendiri Tinggal) Plaza Medan Putra Menara Menjalara Kepong,https://www.mudah.my/+Best+Utk+Sendiri+Tinggal+Plaza+Medan+Putra+Menara+Menjalara+Kepong-83712086.htm,330000,Kepong,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio",890.0,sq.ft.
MENJALARA 18 2 car parking MOVE IN FREEHOLD KEPONG,https://www.mudah.my/MENJALARA+18+2+car+parking+MOVE+IN+FREEHOLD+KEPONG-83712078.htm,560000,Bandar Menjalara,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,4,3,"Swimming Pool, Gymnasium, Squash Court, Mini Market, Playground, 24 Hour Security",1316.0,sq.ft.
Laman Damai | Kepong | Metro Prima | Jusco Aeon Big | Strata Ready,https://www.mudah.my/Laman+Damai+Kepong+Metro+Prima+Jusco+Aeon+Big+Strata+Ready-83712051.htm,200000,Kepong,Apartments,Apartment/ Flat,Freehold,Non Bumi Lot,3,2,,650.0,sq.ft.
"Lake City, Kepong, Jalan Ipoh, DesaParkcity 2, MRT",https://www.mudah.my/Lake+City+Kepong+Jalan+Ipoh+DesaParkcity+2+MRT-83598729.htm,499000,Kepong,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,3,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",943.0,sq.ft.
"FACING OPEN, 2 Storey Terrace House Taman Ehsan, Kepong",https://www.mudah.my/FACING+OPEN+2+Storey+Terrace+House+Taman+Ehsan+Kepong-81302746.htm,780000,Kepong,Houses,Double storey,Leasehold,Bumi Lot,4,3,,20000.0,sq.ft.
Cheras Segar Apartment - Freehold 775sf Nice Renovation MUST VIEW,https://www.mudah.my/Cheras+Segar+Apartment+Freehold+775sf+Nice+Renovation+MUST+VIEW-83595708.htm,275000,Cheras,Apartments,Apartment/ Flat,Freehold,Non Bumi Lot,3,1,,775.0,sq.ft.
"[15 minit to ampang] 45x75 semi-d 2 storey,ready unit,gated and guard",https://www.mudah.my/+15+minit+to+ampang+45x75+semi+d+2+storey+ready+unit+gated+and+guard-83651128.htm,1350000,Cheras,Houses,Semi detached,Freehold,Non Bumi Lot,5,6,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",3200.0,sq.ft.
Nusa Mewah Villa Condo Cheras 865sf Renovated 100%LOAN [Below Market],https://www.mudah.my/Nusa+Mewah+Villa+Condo+Cheras+865sf+Renovated+100+LOAN+Below+Market+-83270454.htm,290000,Cheras,Apartments,Apartment/ Flat,Leasehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",865.0,sq.ft.
(RENOVATED) FURNISHED FREEHOLD 2Storey Taman Desa Bukit Cahaya Cheras,https://www.mudah.my/+RENOVATED+FURNISHED+FREEHOLD+2Storey+Taman+Desa+Bukit+Cahaya+Cheras-83193642.htm,585000,Cheras,Houses,Double storey,Freehold,Non Bumi Lot,4,3,,1500.0,sq.ft.
"Murah, FREEHOLD, 1017sqft, Puncak Baiduri Apartment, Cheras",https://www.mudah.my/Murah+FREEHOLD+1017sqft+Puncak+Baiduri+Apartment+Cheras-81985551.htm,300000,Cheras,Apartments,Apartment/ Flat,Freehold,Non Bumi Lot,3,2,"Playground, Jogging Track, 24 Hour Security, Balcony/Patio",1017.0,sq.ft.
